Timestamp : 13|01_00:59
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,6,8,0,0,8,10,8,0,0,8
3,5,8,1,0,9,0,0,1,0,1
4,6,17,1,0,18,10,9,0,0,9
5,6,17,1,0,18,0,0,0,0,0
6,6,27,1,0,28,10,10,0,0,10
7,6,27,1,0,28,0,0,0,0,0
8,8,33,1,1,35,9,6,0,1,7
9,7,33,2,1,36,0,0,1,0,1
10,7,41,3,1,45,9,8,1,0,9
11,7,41,3,1,45,0,0,0,0,0
12,9,55,3,1,59,16,14,0,0,14
13,8,55,4,1,60,0,0,1,0,1
14,12,66,4,1,71,15,11,0,0,11
15,12,71,4,1,76,5,5,0,0,5
16,13,80,4,1,85,10,9,0,0,9
17,13,83,4,1,88,3,3,0,0,3
18,14,91,4,1,96,9,8,0,0,8
19,14,97,5,1,103,7,6,1,0,7
20,13,111,5,2,118,14,14,0,1,15
21,13,121,6,2,129,11,10,1,0,11
22,15,131,6,2,139,12,10,0,0,10
23,19,139,6,2,147,12,8,0,0,8
24,20,143,6,2,151,5,4,0,0,4
25,23,151,6,3,160,12,8,0,1,9
26,22,157,6,4,167,6,6,0,1,7
27,24,166,6,4,176,11,9,0,0,9
28,26,178,6,5,189,15,12,0,1,13
29,31,187,6,5,198,14,9,0,0,9
30,30,199,8,5,212,13,12,2,0,14
31,33,213,9,5,227,18,14,1,0,15
32,35,225,9,5,239,14,12,0,0,12
33,44,242,10,5,257,27,17,1,0,18
34,46,250,11,6,267,12,8,1,1,10
35,48,270,12,7,289,24,20,1,1,22
36,49,282,14,7,303,15,12,2,0,14
37,53,298,14,7,319,20,16,0,0,16
38,56,321,15,7,343,27,23,1,0,24
39,63,353,15,8,376,40,32,0,1,33
40,67,377,16,9,402,30,24,1,1,26
41,68,411,19,10,440,39,34,3,1,38
42,71,439,21,10,470,33,28,2,0,30
43,75,478,25,10,513,47,39,4,0,43
44,74,517,26,15,558,44,39,1,5,45
45,84,560,26,17,603,55,43,0,2,45
46,98,585,27,17,629,40,25,1,0,26
47,104,635,30,18,683,60,50,3,1,54
48,109,672,35,18,725,47,37,5,0,42
49,119,738,39,18,795,80,66,4,0,70
50,123,789,41,20,850,59,51,2,2,55
51,144,858,44,20,922,93,69,3,0,72
52,154,910,49,22,981,69,52,5,2,59
53,160,996,54,24,1074,99,86,5,2,93
54,171,1057,58,25,1140,77,61,4,1,66
55,199,1147,61,26,1234,122,90,3,1,94
56,211,1227,65,28,1320,98,80,4,2,86
57,232,1346,68,30,1444,145,119,3,2,124
58,241,1432,73,33,1538,103,86,5,3,94
59,276,1566,75,37,1678,175,134,2,4,140
60,289,1677,82,42,1801,136,111,7,5,123
61,320,1857,89,46,1992,222,180,7,4,191
62,335,1994,95,50,2139,162,137,6,4,147
63,382,2220,100,54,2374,282,226,5,4,235
64,406,2361,108,58,2527,177,141,8,4,153
65,449,2618,119,61,2798,314,257,11,3,271
66,472,2791,134,61,2986,211,173,15,0,188
67,528,3092,147,68,3307,377,301,13,7,321
68,567,3300,159,71,3530,262,208,12,3,223
69,640,3653,166,75,3894,437,353,7,4,364
70,679,3902,185,82,4169,314,249,19,7,275
71,749,4327,197,92,4616,517,425,12,10,447
72,798,4628,210,99,4937,370,301,13,7,321
73,893,5094,226,105,5425,583,466,16,6,488
74,937,5487,248,117,5852,471,393,22,12,427
75,1029,6011,275,124,6410,650,524,27,7,558
76,1128,6466,297,131,6894,583,455,22,7,484
77,1243,7084,326,141,7551,772,618,29,10,657
78,1353,7628,348,150,8126,685,544,22,9,575
79,1482,8304,387,161,8852,855,676,39,11,726
80,1586,8953,419,171,9543,795,649,32,10,691
81,1752,9744,459,183,10386,1009,791,40,12,843
82,1876,10549,511,204,11264,1002,805,52,21,878
83,2055,11486,564,229,12279,1194,937,53,25,1015
84,2223,12447,617,246,13310,1199,961,53,17,1031
85,2433,13538,675,265,14478,1378,1091,58,19,1168
86,2644,14634,733,280,15647,1380,1096,58,15,1169
87,2856,15842,797,305,16944,1509,1208,64,25,1297
88,3085,17175,877,324,18376,1661,1333,80,19,1432
89,3348,18619,946,365,19930,1817,1444,69,41,1554
90,3629,20190,1024,388,21602,1953,1571,78,23,1672
91,3936,21931,1121,417,23469,2174,1741,97,29,1867
92,4202,23777,1228,471,25476,2273,1846,107,54,2007
