Timestamp : 13|01_01:09
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,5,8,0,0,8,9,8,0,0,8
3,5,8,0,0,8,0,0,0,0,0
4,10,13,0,0,13,10,5,0,0,5
5,10,13,0,0,13,0,0,0,0,0
6,11,18,0,0,18,6,5,0,0,5
7,11,21,1,0,22,4,3,1,0,4
8,10,25,2,0,27,4,4,1,0,5
9,10,34,2,0,36,9,9,0,0,9
10,11,41,2,0,43,8,7,0,0,7
11,13,54,2,0,56,15,13,0,0,13
12,14,64,2,0,66,11,10,0,0,10
13,16,80,2,0,82,18,16,0,0,16
14,14,84,3,1,88,4,4,1,1,6
15,16,98,3,1,102,16,14,0,0,14
16,15,106,4,1,111,8,8,1,0,9
17,16,123,4,1,128,18,17,0,0,17
18,15,126,4,3,133,4,3,0,2,5
19,20,151,4,3,158,30,25,0,0,25
20,21,156,4,3,163,6,5,0,0,5
21,23,182,5,3,190,29,26,1,0,27
22,24,183,6,3,192,3,1,1,0,2
23,31,203,7,3,213,28,20,1,0,21
24,31,206,8,3,217,4,3,1,0,4
25,38,234,8,3,245,35,28,0,0,28
26,40,237,9,3,249,6,3,1,0,4
27,47,264,12,4,280,38,27,3,1,31
28,44,264,14,5,283,0,0,2,1,3
29,54,304,15,5,324,51,40,1,0,41
30,54,309,16,5,330,6,5,1,0,6
31,64,356,17,5,378,58,47,1,0,48
32,66,377,18,6,401,25,21,1,1,23
33,75,430,19,7,456,64,53,1,1,55
34,73,450,23,7,480,22,20,4,0,24
35,86,496,24,8,528,61,46,1,1,48
36,87,517,24,11,552,25,21,0,3,24
37,91,565,28,11,604,56,48,4,0,52
38,94,588,28,12,628,27,23,0,1,24
39,108,647,29,14,690,76,59,1,2,62
40,115,671,35,14,720,37,24,6,0,30
41,133,732,38,14,784,82,61,3,0,64
42,137,792,39,18,849,69,60,1,4,65
43,145,884,42,18,944,103,92,3,0,95
44,150,939,47,20,1006,67,55,5,2,62
45,170,1041,52,24,1117,131,102,5,4,111
46,184,1099,57,25,1181,78,58,5,1,64
47,200,1215,61,27,1303,138,116,4,2,122
48,208,1282,67,29,1378,83,67,6,2,75
49,235,1423,71,30,1524,173,141,4,1,146
50,249,1511,76,31,1618,108,88,5,1,94
51,272,1668,81,31,1780,185,157,5,0,162
52,293,1809,85,34,1928,169,141,4,3,148
53,329,1959,92,38,2089,197,150,7,4,161
54,368,2122,97,41,2260,210,163,5,3,171
55,408,2315,102,45,2462,242,193,5,4,202
56,430,2507,108,53,2668,228,192,6,8,206
57,460,2692,118,58,2868,230,185,10,5,200
58,485,2893,129,63,3085,242,201,11,5,217
59,529,3079,140,66,3285,244,186,11,3,200
60,576,3311,156,75,3542,304,232,16,9,257
61,603,3547,168,83,3798,283,236,12,8,256
62,654,3824,183,89,4096,349,277,15,6,298
63,711,4138,201,96,4435,396,314,18,7,339
64,759,4470,214,105,4789,402,332,13,9,354
65,840,4820,229,110,5159,451,350,15,5,370
66,910,5250,242,120,5612,523,430,13,10,453
67,1001,5707,260,128,6095,574,457,18,8,483
68,1082,6196,286,141,6623,609,489,26,13,528
69,1182,6716,303,154,7173,650,520,17,13,550
70,1269,7294,339,168,7801,715,578,36,14,628
71,1366,7921,370,190,8481,777,627,31,22,680
72,1493,8592,400,201,9193,839,671,30,11,712
73,1609,9296,440,216,9952,875,704,40,15,759
74,1725,10104,486,230,10820,984,808,46,14,868
75,1873,10913,518,248,11679,1007,809,32,18,859
76,2042,11848,560,269,12677,1167,935,42,21,998
77,2220,12777,614,295,13686,1187,929,54,26,1009
78,2422,13869,664,320,14853,1369,1092,50,25,1167
79,2602,14941,710,358,16009,1336,1072,46,38,1156
80,2813,16249,775,380,17404,1606,1308,65,22,1395
81,3067,17560,830,411,18801,1651,1311,55,31,1397
82,3330,19063,918,439,20420,1882,1503,88,28,1619
83,3599,20612,1005,467,22084,1933,1549,87,28,1664
84,3900,22414,1090,502,24006,2223,1802,85,35,1922
85,4204,24239,1174,540,25953,2251,1825,84,38,1947
86,4555,26256,1285,583,28124,2522,2017,111,43,2171
87,4951,28339,1389,628,30356,2628,2083,104,45,2232
88,5319,30604,1502,689,32795,2807,2265,113,61,2439
89,5762,33032,1629,736,35397,3045,2428,127,47,2602
90,6222,35647,1771,790,38208,3271,2615,142,54,2811
91,6715,38592,1905,859,41356,3641,2945,134,69,3148
92,7265,41795,2080,921,44796,3990,3203,175,62,3440
93,7855,45203,2261,993,48457,4251,3408,181,72,3661
94,8487,48814,2430,1072,52316,4491,3611,169,79,3859
95,9221,52772,2613,1168,56553,4971,3958,183,96,4237
96,9923,56939,2848,1246,61033,5182,4167,235,78,4480
97,10737,61630,3064,1340,66034,5815,4691,216,94,5001
98,11607,66584,3316,1447,71347,6183,4954,252,107,5313
99,12638,71942,3569,1561,77072,6756,5358,253,114,5725
100,13694,77781,3847,1699,83327,7311,5839,278,138,6255
101,14812,84168,4172,1837,90177,7968,6387,325,138,6850
102,16096,90958,4523,1982,97463,8570,6790,351,145,7286
103,17418,98415,4873,2157,105445,9304,7457,350,175,7982
104,18768,106420,5290,2359,114069,9974,8005,417,202,8624
105,20371,115066,5733,2564,123363,10897,8646,443,205,9294
106,22050,124419,6178,2775,133372,11688,9353,445,211,10009
107,23779,134844,6736,3015,144595,12952,10425,558,240,11223
108,25726,146000,7287,3256,156543,13895,11156,551,241,11948
109,27811,158132,7910,3540,169582,15124,12132,623,284,13039
110,30027,171135,8594,3821,183550,16184,13003,684,281,13968
111,32513,185203,9295,4194,198692,17628,14068,701,373,15142
112,35144,200190,10053,4547,214790,18729,14987,758,353,16098
113,38049,216970,10872,4902,232744,20859,16780,819,355,17954
114,41083,234426,11751,5300,251477,21767,17456,879,398,18733
115,44471,253712,12704,5736,272152,24063,19286,953,436,20675
116,48058,274297,13769,6196,294262,25697,20585,1065,460,22110
117,52080,296845,14949,6705,318499,28259,22548,1180,509,24237
118,56404,321192,16155,7299,344646,30471,24347,1206,594,26147
119,60952,347612,17511,7926,373049,32951,26420,1356,627,28403
120,66012,376151,18928,8578,403657,35668,28539,1417,652,30608
121,71417,407055,20477,9301,436833,38581,30904,1549,723,33176
122,77239,440255,22201,10062,472518,41507,33200,1724,761,35685
123,83674,476428,24045,10841,511314,45231,36173,1844,779,38796
124,90651,515035,26072,11742,552849,48512,38607,2027,901,41535
125,98366,557363,28177,12627,598167,53033,42328,2105,885,45318
126,106231,602693,30592,13721,647006,56704,45330,2415,1094,48839
127,114928,652049,33140,14849,700038,61729,49356,2548,1128,53032
128,124418,704900,35795,16085,756780,66232,52851,2655,1236,56742
129,134563,762784,38811,17403,818998,72363,57884,3016,1318,62218
130,145554,825389,42000,18806,886195,78188,62605,3189,1403,67197
131,157485,894116,45427,20412,959955,85691,68727,3427,1606,73760
132,170276,967434,49223,22139,1038796,91632,73318,3796,1727,78841
133,184499,1047377,53179,23939,1124495,99922,79943,3956,1800,85699
134,199368,1133023,57706,25814,1216543,106917,85646,4527,1875,92048
135,216080,1226336,62439,27918,1316693,116862,93313,4733,2104,100150
136,233683,1326127,67500,30166,1423793,124703,99791,5061,2248,107100
137,253163,1435195,72945,32619,1540759,136446,109068,5445,2453,116966
138,273564,1552742,79077,35337,1667156,146798,117547,6132,2718,126397
139,296238,1680606,85568,38199,1804373,159891,127864,6491,2862,137217
140,320405,1817885,92712,41350,1951947,171741,137279,7144,3151,147574
141,346526,1967487,100478,44605,2112570,186744,149602,7766,3255,160623
142,375067,2129095,108713,48318,2286126,202097,161608,8235,3713,173556
143,406078,2304350,117723,52320,2474393,219278,175255,9010,4002,188267
144,439083,2493817,127457,56586,2677860,236472,189467,9734,4266,203467
145,475003,2698787,138046,61085,2897918,255978,204970,10589,4499,220058
146,514018,2920074,149357,66190,3135621,276718,221287,11311,5105,237703
147,556130,3159429,161698,71775,3392902,299393,239355,12341,5585,257281
148,601778,3418705,175061,77644,3671410,324156,259276,13363,5869,278508
149,651256,3699594,189532,83948,3973074,351142,280889,14471,6304,301664
150,704641,4001770,205211,90813,4297794,378105,302176,15679,6865,324720
151,762380,4329657,222096,98313,4650066,410011,327887,16885,7500,352272
152,825171,4684434,240167,106243,5030844,443569,354777,18071,7930,380778
153,893138,5069629,259665,115049,5444343,481466,385195,19498,8806,413499
154,966336,5485758,281141,124493,5891392,520247,416129,21476,9444,447049
155,1045971,5936910,304120,134576,6375606,563849,451152,22979,10083,484214
156,1131188,6424926,329359,145653,6899938,609549,488016,25239,11077,524332
157,1224403,6954620,356510,157629,7468759,662036,529694,27151,11976,568821
158,1324722,7525703,385718,170548,8081969,713529,571083,29208,12919,613210
159,1434137,8144278,417436,184644,8746358,773804,618575,31718,14096,664389
160,1551158,8813333,451894,199782,9465009,835672,669055,34458,15138,718651
161,1678858,9539889,488958,216166,10245013,907704,726556,37064,16384,780004
162,1816642,10323577,529133,233937,11086647,979418,783688,40175,17771,841634
163,1966162,11172900,572693,253078,11998671,1061544,849323,43560,19141,912024
164,2126577,12089836,620158,273734,12983728,1145472,916936,47465,20656,985057
165,2301436,13083427,670687,296199,14050313,1241444,993591,50529,22465,1066585
166,2489317,14153875,725978,320284,15200137,1337705,1070448,55291,24085,1149824
167,2694221,15316774,785067,346443,16448284,1453051,1162899,59089,26159,1248147
168,2915236,16572627,849667,375068,17797362,1570093,1255853,64600,28625,1349078
169,3154600,17934477,919067,406029,19259573,1701575,1361850,69400,30961,1462211
170,3413375,19407014,994609,439452,20841075,1840277,1472537,75542,33423,1581502
171,3693469,21000258,1076718,475576,22552552,1991571,1593244,82109,36124,1711477
172,3997258,22725009,1164902,514434,24404345,2155582,1724751,88184,38858,1851793
173,4325465,24588725,1260595,556627,26405947,2329809,1863716,95693,42193,2001602
174,4681956,26609195,1363929,602311,28575435,2525979,2020470,103334,45684,2169488
175,5066545,28792752,1476119,651580,30920451,2729605,2183557,112190,49269,2345016
176,5482044,31157114,1597350,704989,33459453,2954501,2364362,121231,53409,2539002
177,5932028,33715076,1728065,762983,36206124,3196655,2557962,130715,57994,2746671
178,6420038,36481819,1870320,825611,39177750,3459636,2766743,142255,62628,2971626
179,6947189,39476865,2024026,893356,42394247,3743648,2995046,153706,67745,3216497
180,7518718,42720027,2189989,966533,45876549,4053831,3243162,165963,73177,3482302
181,8136127,46226649,2370149,1046039,49642837,4383697,3506622,180160,79506,3766288
182,8804420,50024044,2564599,1132194,53720837,4746293,3797395,194450,86155,4078000
183,9526062,54124627,2775276,1224582,58124485,5125290,4100583,210677,92388,4403648
184,10308411,58569648,3002866,1325130,62897644,5555508,4445021,227590,100548,4773159
185,11152477,63378346,3249241,1433783,68061370,6007792,4808698,246375,108653,5163726
186,12070251,68579793,3516180,1551821,73647794,6504198,5201447,266939,118038,5586424
187,13057458,74207757,3805815,1679832,79693404,7032817,5627964,289635,128011,6045610
188,14131534,80297758,4118475,1817354,86233587,7614259,6090001,312660,137522,6540183
189,15292228,86886218,4456570,1966411,93309199,8236306,6588460,338095,149057,7075612
190,16547462,94018468,4822211,2127530,100968209,8914244,7132250,365641,161119,7659010
191,17904785,101739515,5218233,2301669,109259417,9648531,7721047,396022,174139,8291208
192,19373718,110090469,5647166,2490189,118227824,10437340,8350954,428933,188520,8968407
