Timestamp : 13|01_01:12
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,4,5,0,1,6,6,5,0,1,6
3,4,5,0,1,6,0,0,0,0,0
4,5,15,0,1,16,11,10,0,0,10
5,5,15,0,1,16,0,0,0,0,0
6,8,22,0,1,23,10,7,0,0,7
7,8,22,0,1,23,0,0,0,0,0
8,9,30,0,1,31,9,8,0,0,8
9,9,30,0,1,31,0,0,0,0,0
10,12,41,0,1,42,14,11,0,0,11
11,11,41,0,2,43,0,0,0,1,1
12,13,46,0,2,48,7,5,0,0,5
13,12,46,0,3,49,0,0,0,1,1
14,17,60,1,4,65,21,14,1,1,16
15,16,60,2,4,66,0,0,1,0,1
16,17,70,2,4,76,11,10,0,0,10
17,18,77,2,4,83,8,7,0,0,7
18,17,88,4,4,96,12,11,2,0,13
19,18,96,4,4,104,9,8,0,0,8
20,20,116,4,4,124,22,20,0,0,20
21,22,123,4,5,132,10,7,0,1,8
22,26,141,6,6,153,25,18,2,1,21
23,27,144,6,6,156,4,3,0,0,3
24,27,172,10,6,188,32,28,4,0,32
25,30,179,11,6,196,11,7,1,0,8
26,37,203,13,6,222,33,24,2,0,26
27,38,210,13,6,229,8,7,0,0,7
28,46,234,15,7,256,35,24,2,1,27
29,46,242,16,9,267,11,8,1,2,11
30,51,271,17,9,297,35,29,1,0,30
31,51,281,20,10,311,14,10,3,1,14
32,53,325,23,10,358,49,44,3,0,47
33,54,339,25,11,375,18,14,2,1,17
34,66,395,26,11,432,69,56,1,0,57
35,66,421,30,11,462,30,26,4,0,30
36,73,467,35,11,513,58,46,5,0,51
37,78,490,36,11,537,29,23,1,0,24
38,93,527,38,11,576,54,37,2,0,39
39,100,563,39,11,613,44,36,1,0,37
40,112,614,40,11,665,64,51,1,0,52
