Timestamp : 13|01_01:10
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,5,5,0,1,6,7,5,0,1,6
3,5,5,0,1,6,0,0,0,0,0
4,9,12,0,1,13,11,7,0,0,7
5,9,12,0,1,13,0,0,0,0,0
6,10,21,0,2,23,11,9,0,1,10
7,10,21,0,2,23,0,0,0,0,0
8,9,21,1,2,24,0,0,1,0,1
9,9,21,1,2,24,0,0,0,0,0
10,9,21,1,2,24,0,0,0,0,0
11,13,34,1,2,37,17,13,0,0,13
12,13,34,1,2,37,0,0,0,0,0
13,13,51,2,2,55,18,17,1,0,18
14,13,51,2,2,55,0,0,0,0,0
15,16,64,2,3,69,17,13,0,1,14
16,16,64,2,3,69,0,0,0,0,0
17,23,77,2,3,82,20,13,0,0,13
18,21,77,3,4,84,0,0,1,1,2
19,23,96,4,5,105,23,19,1,1,21
20,23,96,4,5,105,0,0,0,0,0
21,30,114,4,5,123,25,18,0,0,18
22,29,114,5,5,124,0,0,1,0,1
23,37,134,7,5,146,30,20,2,0,22
24,34,134,10,5,149,0,0,3,0,3
25,44,164,10,5,179,40,30,0,0,30
26,43,164,10,6,180,0,0,0,1,1
27,56,205,13,6,224,57,41,3,0,44
28,54,210,15,6,231,5,5,2,0,7
29,62,251,17,6,274,51,41,2,0,43
30,57,255,22,6,283,4,4,5,0,9
31,67,312,25,6,343,70,57,3,0,60
32,66,318,27,8,353,9,6,2,2,10
33,74,379,29,8,416,71,61,2,0,63
34,78,394,29,9,432,20,15,0,1,16
35,78,474,32,10,516,84,80,3,1,84
36,82,498,36,11,545,33,24,4,1,29
37,98,564,37,11,612,83,66,1,0,67
38,107,593,41,13,647,44,29,4,2,35
39,115,666,44,15,725,86,73,3,2,78
40,125,713,46,15,774,59,47,2,0,49
41,139,797,53,16,866,106,84,7,1,92
42,153,851,57,16,924,72,54,4,0,58
43,169,952,61,17,1030,122,101,4,1,106
44,185,1046,63,18,1127,113,94,2,1,97
45,191,1138,68,22,1228,107,92,5,4,101
46,217,1226,72,23,1321,119,88,4,1,93
47,235,1344,75,23,1442,139,118,3,0,121
48,253,1490,79,24,1593,169,146,4,1,151
49,277,1637,85,25,1747,178,147,6,1,154
50,310,1798,91,28,1917,203,161,6,3,170
51,351,1980,98,31,2109,233,182,7,3,192
52,395,2149,106,35,2290,225,169,8,4,181
53,432,2363,116,36,2515,262,214,10,1,225
54,463,2571,132,41,2744,260,208,16,5,229
55,505,2794,146,43,2983,281,223,14,2,239
56,545,3060,165,47,3272,329,266,19,4,289
57,571,3359,180,55,3594,348,299,15,8,322
58,630,3623,190,63,3876,341,264,10,8,282
59,688,3931,201,69,4201,383,308,11,6,325
60,752,4276,222,74,4572,435,345,21,5,371
61,802,4624,241,80,4945,423,348,19,6,373
62,868,5056,258,87,5401,522,432,17,7,456
63,950,5452,276,97,5825,506,396,18,10,424
64,1048,5938,301,107,6346,619,486,25,10,521
65,1117,6412,339,109,6860,583,474,38,2,514
66,1236,6982,359,119,7460,719,570,20,10,600
67,1323,7522,397,130,8049,676,540,38,11,589
68,1426,8245,429,150,8824,878,723,32,20,775
69,1550,8820,456,164,9440,740,575,27,14,616
70,1718,9600,499,181,10280,1008,780,43,17,840
71,1858,10304,540,201,11045,905,704,41,20,765
72,1995,11176,591,222,11989,1081,872,51,21,944
73,2112,12006,642,247,12895,1023,830,51,25,906
74,2302,13063,686,264,14013,1308,1057,44,17,1118
75,2483,14085,737,292,15114,1282,1022,51,28,1101
76,2693,15276,794,323,16393,1489,1191,57,31,1279
77,2901,16534,864,347,17745,1560,1258,70,24,1352
78,3164,17967,935,375,19277,1795,1433,71,28,1532
79,3413,19400,1014,415,20829,1801,1433,79,40,1552
80,3673,20973,1102,453,22528,1959,1573,88,38,1699
81,3938,22756,1194,506,24456,2193,1783,92,53,1928
82,4256,24583,1283,541,26407,2269,1827,89,35,1951
83,4632,26602,1377,582,28561,2530,2019,94,41,2154
84,4977,28723,1490,621,30834,2618,2121,113,39,2273
85,5393,31205,1619,671,33495,3077,2482,129,50,2661
86,5840,33768,1723,738,36229,3181,2563,104,67,2734
87,6315,36522,1875,810,39207,3453,2754,152,72,2978
88,6878,39494,2011,877,42382,3738,2972,136,67,3175
89,7463,42735,2178,952,45865,4068,3241,167,75,3483
90,7992,46231,2371,1029,49631,4295,3496,193,77,3766
91,8652,50016,2582,1134,53732,4761,3785,211,105,4101
92,9384,54048,2767,1218,58033,5033,4032,185,84,4301
93,10139,58348,2991,1314,62653,5375,4300,224,96,4620
94,10950,62946,3247,1403,67596,5754,4598,256,89,4943
95,11853,68220,3495,1511,73226,6533,5274,248,108,5630
96,12846,73731,3777,1640,79148,6915,5511,282,129,5922
97,13955,79789,4097,1779,85665,7626,6058,320,139,6517
98,15067,86194,4458,1929,92581,8028,6405,361,150,6916
99,16243,93210,4845,2093,100148,8743,7016,387,164,7567
100,17542,100617,5247,2269,108133,9284,7407,402,176,7985
101,19023,108877,5644,2437,116958,10306,8260,397,168,8825
102,20582,117636,6084,2643,126363,10964,8759,440,206,9405
103,22256,127295,6576,2860,136731,12042,9659,492,217,10368
104,24045,137535,7090,3081,147706,12764,10240,514,221,10975
105,26084,148736,7635,3347,159718,14051,11201,545,266,12012
106,28198,160805,8245,3611,172661,15057,12069,610,264,12943
107,30592,174026,8897,3906,186829,16562,13221,652,295,14168
108,33130,188195,9570,4219,201984,17693,14169,673,313,15155
109,35863,203626,10345,4542,218513,19262,15431,775,323,16529
110,38652,220099,11243,4902,236244,20520,16473,898,360,17731
111,41873,238304,12174,5293,255771,22748,18205,931,391,19527
112,45282,257555,13179,5740,276474,24112,19251,1005,447,20703
113,49079,278878,14245,6202,299325,26648,21323,1066,462,22851
114,53158,301406,15417,6713,323536,28290,22528,1172,511,24211
115,57568,326385,16749,7280,350414,31288,24979,1332,567,26878
116,62221,352844,18104,7893,378841,33080,26459,1355,613,28427
117,67400,382473,19561,8534,410568,36906,29629,1457,641,31727
118,72535,413499,21215,9249,443963,38530,31026,1654,715,33395
119,78444,447836,23019,9997,480852,42798,34337,1804,748,36889
120,85002,484480,24825,10827,520132,45838,36644,1806,830,39280
121,92129,524718,26848,11748,563314,50309,40238,2023,921,43182
122,99533,567297,29060,12717,609074,53164,42579,2212,969,45760
123,107819,614033,31431,13801,659265,58477,46736,2371,1084,50191
124,116440,663908,34076,14960,712944,62300,49875,2645,1159,53679
125,126223,718869,36909,16155,771933,68772,54961,2833,1195,58989
126,136409,777057,39957,17517,834531,72784,58188,3048,1362,62598
127,147494,840690,43181,18938,902809,79363,63633,3224,1421,68278
128,159617,909282,46741,20463,976486,85800,68592,3560,1525,73677
129,172699,983527,50585,22148,1056260,92856,74245,3844,1685,79774
130,186831,1064304,54697,24007,1143008,100880,80777,4112,1859,86748
131,202080,1151507,59204,25970,1236681,108922,87203,4507,1963,93673
132,218894,1245513,63994,28083,1337590,117723,94006,4790,2113,100909
133,237054,1346826,69235,30392,1446453,127023,101313,5241,2309,108863
134,256432,1457359,74984,32829,1565172,138097,110533,5749,2437,118719
135,277337,1575725,81195,35466,1692386,148119,118366,6211,2637,127214
136,300229,1705398,87816,38331,1831545,162051,129673,6621,2865,139159
137,324750,1843943,94964,41569,1980476,173452,138545,7148,3238,148931
