Timestamp : 27|12_22:45
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,5,5,0,0,5,6,5,0,0,5
3,5,5,0,0,5,0,0,0,0,0
4,7,11,0,0,11,8,6,0,0,6
5,7,11,0,0,11,0,0,0,0,0
6,8,18,0,0,18,8,7,0,0,7
7,8,18,0,0,18,0,0,0,0,0
8,10,27,0,0,27,11,9,0,0,9
9,9,27,1,0,28,0,0,1,0,1
10,12,39,1,0,40,15,12,0,0,12
11,11,42,1,1,44,3,3,0,1,4
12,14,49,1,1,51,10,7,0,0,7
13,13,52,2,1,55,3,3,1,0,4
14,15,60,2,1,63,10,8,0,0,8
15,16,71,2,1,74,12,11,0,0,11
16,16,82,2,2,86,12,11,0,1,12
17,18,87,2,2,91,7,5,0,0,5
18,18,89,3,2,94,3,2,1,0,3
19,20,102,3,2,107,15,13,0,0,13
20,21,118,3,2,123,17,16,0,0,16
21,29,126,3,2,131,16,8,0,0,8
22,33,144,3,2,149,22,18,0,0,18
23,37,159,3,2,164,19,15,0,0,15
24,40,174,3,2,179,18,15,0,0,15
25,43,190,5,2,197,21,16,2,0,18
26,48,206,5,2,213,21,16,0,0,16
27,53,235,6,4,245,37,29,1,2,32
28,55,245,8,5,258,15,10,2,1,13
29,60,284,10,6,300,47,39,2,1,42
30,58,306,15,8,329,27,22,5,2,29
31,65,348,17,8,373,51,42,2,0,44
32,69,370,19,10,399,30,22,2,2,26
33,80,420,21,11,452,64,50,2,1,53
34,85,450,23,11,484,37,30,2,0,32
35,97,506,27,11,544,72,56,4,0,60
36,101,546,32,12,590,50,40,5,1,46
37,114,633,32,12,677,100,87,0,0,87
38,120,677,35,13,725,54,44,3,1,48
39,134,759,39,13,811,100,82,4,0,86
40,138,809,44,14,867,60,50,5,1,56
41,156,890,47,15,952,103,81,3,1,85
42,169,962,54,16,1032,93,72,7,1,80
43,191,1060,60,17,1137,127,98,6,1,105
44,206,1133,66,19,1218,96,73,6,2,81
45,233,1222,68,21,1311,120,89,2,2,93
46,259,1341,76,23,1440,155,119,8,2,129
47,271,1449,82,29,1560,132,108,6,6,120
48,297,1571,88,32,1691,157,122,6,3,131
49,312,1702,101,34,1837,161,131,13,2,146
50,338,1871,111,35,2017,206,169,10,1,180
51,375,2037,117,36,2190,210,166,6,1,173
52,397,2222,129,43,2394,226,185,12,7,204
53,420,2405,140,45,2590,219,183,11,2,196
54,455,2614,144,53,2811,256,209,4,8,221
55,504,2860,155,57,3072,310,246,11,4,261
