Timestamp : 13|01_01:17
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,5,7,0,0,7,8,7,0,0,7
3,5,7,0,0,7,0,0,0,0,0
4,6,17,0,1,18,12,10,0,1,11
5,6,17,0,1,18,0,0,0,0,0
6,8,22,0,1,23,7,5,0,0,5
7,8,22,0,1,23,0,0,0,0,0
8,9,29,0,1,30,8,7,0,0,7
9,8,29,1,1,31,0,0,1,0,1
10,11,37,2,1,40,12,8,1,0,9
11,11,37,2,1,40,0,0,0,0,0
12,12,46,3,1,50,11,9,1,0,10
13,12,50,4,1,55,5,4,1,0,5
14,14,69,4,1,74,21,19,0,0,19
15,14,74,4,1,79,5,5,0,0,5
16,15,80,4,1,85,7,6,0,0,6
17,19,85,4,1,90,9,5,0,0,5
18,20,94,4,1,99,10,9,0,0,9
19,22,112,4,1,117,20,18,0,0,18
20,24,134,5,1,140,25,22,1,0,23
21,28,155,5,1,161,25,21,0,0,21
22,32,176,5,1,182,25,21,0,0,21
23,39,194,5,1,200,25,18,0,0,18
24,42,212,5,1,218,21,18,0,0,18
25,49,231,5,1,237,26,19,0,0,19
26,54,246,6,1,253,21,15,1,0,16
27,65,273,9,1,283,41,27,3,0,30
28,64,293,10,2,305,21,20,1,1,22
29,73,315,15,3,333,37,22,5,1,28
30,78,350,17,3,370,42,35,2,0,37
31,83,381,20,4,405,40,31,3,1,35
32,89,405,21,4,430,31,24,1,0,25
33,98,460,26,5,491,70,55,5,1,61
34,99,490,30,6,526,36,30,4,1,35
35,109,562,36,7,605,89,72,6,1,79
36,116,604,37,8,649,51,42,1,1,44
37,131,668,39,9,716,82,64,2,1,67
38,137,721,42,9,772,62,53,3,0,56
39,147,804,45,10,859,97,83,3,1,87
40,156,867,51,13,931,81,63,6,3,72
41,176,951,51,13,1015,104,84,0,0,84
42,183,1028,57,15,1100,92,77,6,2,85
43,198,1127,61,20,1208,123,99,4,5,108
44,210,1219,69,20,1308,112,92,8,0,100
45,226,1303,73,21,1397,105,84,4,1,89
46,240,1416,79,23,1518,135,113,6,2,121
47,266,1529,83,24,1636,144,113,4,1,118
48,288,1657,90,29,1776,162,128,7,5,140
49,315,1765,94,33,1892,143,108,4,4,116
50,338,1941,100,37,2078,209,176,6,4,186
51,350,2062,107,39,2208,142,121,7,2,130
52,389,2264,115,42,2421,252,202,8,3,213
53,415,2406,121,46,2573,178,142,6,4,152
54,460,2633,126,50,2809,281,227,5,4,236
55,501,2843,131,54,3028,260,210,5,4,219
56,537,3089,147,58,3294,302,246,16,4,266
57,573,3342,151,64,3557,299,253,4,6,263
58,637,3647,160,68,3875,382,305,9,4,318
59,683,3946,176,77,4199,370,299,16,9,324
