Timestamp : 13|01_01:11
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,4,7,0,1,8,8,7,0,1,8
3,4,7,0,1,8,0,0,0,0,0
4,4,18,0,1,19,11,11,0,0,11
5,4,18,0,1,19,0,0,0,0,0
6,7,24,0,1,25,9,6,0,0,6
7,7,24,0,1,25,0,0,0,0,0
8,8,34,0,1,35,11,10,0,0,10
9,8,34,0,1,35,0,0,0,0,0
10,10,39,0,2,41,8,5,0,1,6
11,10,39,0,2,41,0,0,0,0,0
12,13,50,0,2,52,14,11,0,0,11
13,12,55,0,3,58,5,5,0,1,6
14,14,71,1,3,75,19,16,1,0,17
15,16,73,1,3,77,4,2,0,0,2
16,18,92,3,3,98,23,19,2,0,21
17,19,97,3,3,103,6,5,0,0,5
18,24,106,3,3,112,14,9,0,0,9
19,25,115,5,4,124,13,9,2,1,12
20,26,128,7,4,139,16,13,2,0,15
21,27,141,8,4,153,15,13,1,0,14
22,28,154,10,4,168,16,13,2,0,15
23,27,173,13,4,190,21,19,3,0,22
24,27,190,14,4,208,18,17,1,0,18
25,30,206,14,5,225,20,16,0,1,17
26,35,220,15,5,240,20,14,1,0,15
27,37,247,17,5,269,31,27,2,0,29
28,45,270,17,6,293,32,23,0,1,24
29,47,296,18,6,320,29,26,1,0,27
30,48,318,22,6,346,27,22,4,0,26
31,52,352,23,6,381,39,34,1,0,35
32,50,377,26,7,410,27,25,3,1,29
33,59,410,27,9,446,45,33,1,2,36
34,64,436,28,10,474,33,26,1,1,28
35,71,475,30,11,516,49,39,2,1,42
36,79,517,32,12,561,53,42,2,1,45
37,86,544,33,13,590,36,27,1,1,29
38,94,589,36,14,639,57,45,3,1,49
39,96,620,39,15,674,37,31,3,1,35
40,105,669,41,17,727,62,49,2,2,53
41,113,724,43,19,786,67,55,2,2,59
42,123,796,46,19,861,85,72,3,0,75
43,138,864,49,20,933,87,68,3,1,72
44,155,933,50,20,1003,87,69,1,0,70
45,167,1020,52,21,1093,102,87,2,1,90
46,181,1100,55,22,1177,98,80,3,1,84
47,197,1183,61,22,1266,105,83,6,0,89
48,213,1290,67,23,1380,130,107,6,1,114
49,238,1394,71,26,1491,136,104,4,3,111
50,257,1500,76,31,1607,135,106,5,5,116
51,280,1614,81,34,1729,145,114,5,3,122
52,294,1741,94,37,1872,157,127,13,3,143
53,316,1888,103,41,2032,182,147,9,4,160
54,338,2023,111,43,2177,167,135,8,2,145
55,368,2205,121,49,2375,228,182,10,6,198
56,401,2354,124,51,2529,187,149,3,2,154
57,452,2552,134,53,2739,261,198,10,2,210
58,485,2740,151,55,2946,240,188,17,2,207
59,529,2980,159,58,3197,295,240,8,3,251
60,567,3190,171,61,3422,263,210,12,3,225
61,617,3484,177,62,3723,351,294,6,1,301
62,666,3728,190,68,3986,312,244,13,6,263
63,737,4101,207,73,4381,466,373,17,5,395
64,781,4393,226,79,4698,361,292,19,6,317
65,875,4858,238,87,5183,579,465,12,8,485
66,928,5210,270,91,5571,441,352,32,4,388
67,1020,5751,290,103,6144,665,541,20,12,573
68,1104,6155,314,111,6580,520,404,24,8,436
69,1230,6720,335,125,7180,726,565,21,14,600
70,1306,7244,364,136,7744,640,524,29,11,564
71,1421,7972,391,149,8512,883,728,27,13,768
72,1510,8560,424,165,9149,726,588,33,16,637
73,1707,9362,452,180,9994,1042,802,28,15,845
74,1811,10067,493,200,10760,870,705,41,20,766
75,2000,11000,529,215,11744,1173,933,36,15,984
76,2183,11823,578,228,12629,1068,823,49,13,885
77,2411,12882,619,239,13740,1339,1059,41,11,1111
78,2582,13833,679,267,14779,1210,951,60,28,1039
79,2818,15137,745,297,16179,1636,1304,66,30,1400
80,3019,16362,825,322,17509,1531,1225,80,25,1330
81,3308,17874,888,352,19114,1894,1512,63,30,1605
82,3545,19287,998,384,20669,1792,1413,110,32,1555
